Miembro,Id,Mateo/Miguel,Estilizado,Prompt imagen ,imagen ,prompt video,video,video orginal,ACEPTADO,Prompt Final,Prompt Imagen Arreglo,Imagen,Prompt Video Arreglo,Video
Dario,78,Miguel,Cartoon,"""Vista a nivel del suelo de una zona de demolición. En primer plano, un gran charco de barro que refleja un cielo despejado. ""
    ""A la izquierda, una pesada máquina cargadora amarilla frente a enormes montones de escombros grises. ""
    ""Al fondo, una persona con chaleco naranja y contenedores. A la derecha, un hombre de negro camina de espaldas. ""
    ""Estilo de dibujo animado clásico de los años 90 tipo Looney Tunes, con contornos negros gruesos, colores vibrantes y planos, ""
    ""y estética de animación tradicional en 2D con sombras marcadas.""",https://drive.google.com/file/d/1eQ_CAXwv8TDiHGUWBVKrzhVenLhdY8kO/view?usp=drive_link,,https://drive.google.com/file/d/1FQh6CKZ9JFmE_6o3wDpHrRhQ59vgKszf/view?usp=drive_link,https://drive.google.com/file/d/1gCD1aWrJm1lCbglT-HbnZ1ISLsLHZWDT/view?usp=drive_link,Si,,,,,
Dario,80,Miguel,Cartoon,"""Poblado antiguo. A la derecha, edificios cuadrados de estuco blanco con gruesas franjas horizontales azules, ""
    ""andamios de madera, escaleras y toldos. A la izquierda y al fondo, gigantescas formaciones rocosas grises. ""
    ""Suelo de arena blanca con vegetación baja verde y puestos con vasijas de barro. ""
    ""En primer plano abajo a la derecha, un hombre de espaldas mirando hacia la izquierda, vistiendo mangas largas azules y chaleco oscuro. ""
    ""Estilo de dibujo animado clásico de los años 90 tipo Looney Tunes, con contornos negros gruesos y colores vibrantes y planos.""",https://drive.google.com/file/d/1DgA2LTRi7TG2vqIJ-CG9U5PB9Jv8VbxK/view?usp=drive_link,"""Desplazamiento lateral suave de cámara hacia la derecha (truck right). El hombre y todo el entorno permanecen completamente estáticos e inmóviles.""",https://drive.google.com/file/d/16LHfOv60wu0NM8Zt-qFmTeceY8nOLvKU/view?usp=drive_link,https://drive.google.com/file/d/1kOYZS7idgH6GsLub4v_sczoUgWNoKRx7/view?usp=drive_link,Si,,,,,
Dario,82,Miguel,Cartoon,"""Paisaje costero de un pueblo mediterráneo antiguo. Aguas turquesas en primer plano con hierba asomando. ""
    ""A la derecha, un barco de madera con vela rectangular naranja desgastada. En la costa, estructuras blancas y azules incrustadas en rocas grises. ""
    ""A la izquierda, un muelle de madera con un tiburón capturado y una palmera. Al fondo, en la colina, un templo clásico con columnas. ""
    ""Estilo de dibujo animado clásico de los años 90 tipo Looney Tunes, con contornos negros gruesos, colores planos y vibrantes, y textura retro 2D.""",https://drive.google.com/file/d/1qOpjwgxgGReHPB2IvAlzeXDUJRdwwR1j/view?usp=drive_link,"""La cámara permanece completamente estática. El agua turquesa presenta un suave y constante movimiento de oleaje estilizado, "" ""típico de la animación tradicional 2D, alterando levemente los reflejos de la superficie de forma animada. "" ""El barco de madera se balancea de forma casi imperceptible con el movimiento del agua. "" ""El resto del paisaje (vela, rocas, palmera, tiburón y templo) mantiene su estética plana de dibujo animado y permanece totalmente estático y sólido.""",https://drive.google.com/file/d/1s35kzY8gQKrPyAo2QbkqwkZunVZpY8lD/view?usp=drive_link,https://drive.google.com/file/d/1s1rHm4Xr6inAH30cuhifD4w2au294p5O/view?usp=drive_link,Si,,,,,
Dario,83,Miguel,Cartoon,"""Vista desde un templo antiguo con grandes columnas jónicas en primer plano. Una estatua de bronce de un guerrero mira hacia un poblado costero ""
    ""de casas blancas y azules rodeadas de rocas grises. Al fondo, el mar turquesa y una gran isla rocosa. ""
    ""Estilo de dibujo animado clásico de los años 90 tipo Looney Tunes, con contornos negros gruesos, colores planos y vibrantes, ""
    ""y estética nostálgica de animación tradicional en 2D.""",https://drive.google.com/file/d/1C_3oMOhax8kKVqiCxUbBBYp6IGPvE9RS/view?usp=drive_link,"""La cámara realiza un movimiento suave y constante hacia la derecha (desplazamiento lateral). ""
        ""Las columnas, la estatua y el poblado mantienen su estilo de dibujo animado plano y permanecen completamente estáticos y sólidos, ""
        ""creando un fuerte efecto de paralaje 2D clásico. El agua del mar tiene un ligero movimiento ondulante y estilizado, típico de la animación tradicional.""",https://drive.google.com/file/d/1aZwJ7IAd6QrqLiVPNL_4ymeNON-TWM0n/view?usp=drive_link,https://drive.google.com/file/d/143V7pEftuZ7eJVNVSDbCBKwSwX_A4i71/view?usp=drive_link,Si,,,,,
Dario,85,Miguel,Cartoon,"""Interior de una nave industrial de hormigón vacía y espaciosa. A la izquierda, un hombre en bata blanca de pie mirando de frente a una franja blanca en la pared de hormigón. ""
    ""En el centro hay una caja cuadrada de madera clara. Al fondo a la derecha, un gran tanque cilíndrico blanco horizontal. ""
    ""Techo oscuro con un par de lámparas industriales colgantes encendidas. El entorno se ve despejado. ""
    ""Estilo de dibujo animado clásico de los años 90, con contornos negros gruesos, colores planos y vibrantes, ""
    ""y un aspecto nostálgico de animación tradicional en 2D.""",https://drive.google.com/file/d/1NrjMH4tAz_rZQgT08SLzExB03vnsRJd6/view?usp=drive_link,"""La cámara avanza hacia adelante simulando caminar en primera persona. El hombre de bata blanca permanece completamente estático. El entorno y los elementos del mismo permanecen completamente estáticos.""",https://drive.google.com/file/d/1mMsRfg4KHFCCvx7BQVqOg_XNkDoHq20J/view?usp=drive_link,https://drive.google.com/file/d/1Cn70H1rUbtDm2BzK5DOrxXHsqER7KGKQ/view?usp=drive_link,Si,,,,,
Dario,88,Miguel,Cartoon,"""Vista frontal directa y completamente simétrica de un imponente castillo de piedra oscura con torres iluminadas por líneas de neón azul cian brillante. ""
    ""Un puente de piedra en ruinas sobre un foso de lava naranja vibrante conduce directamente a la entrada principal. ""
    ""Una pequeña figura está de pie en el puente. Praderas verdes al fondo. ""
    ""Estilo de dibujo animado clásico de los años 90, con contornos negros gruesos, colores planos y muy saturados, y estética de animación tradicional 2D.""",https://drive.google.com/file/d/1B6cpAhWJetsYRc_CljMgKQN9eJfL91bG/view?usp=drive_link,"""La cámara avanza, se eleva apuntando hacia abajo, y sobrepasa la muralla revelando la plaza interior del castillo. Entorno estático.""",https://drive.google.com/file/d/136Pe_GjOE2tB-EWO6cIEgnNrpwmTrouL/view?usp=drive_link,https://drive.google.com/file/d/1R7DKxuf6E_tXxJJgsrYmpJtPVueO6PGT/view?usp=drive_link,Si,,,,,
Dario,90,Miguel,Cartoon,"""Vista aérea de un castillo de piedra en ruinas estilo tecnofantasía. Muros y torres iluminados con neón azul brillante y fuego naranja. ""
    ""Construido sobre una base rocosa rodeada de praderas verdes con caminos de tierra. A la derecha, un muro de piedra con un gran arco. ""
    ""Estilo de dibujo animado clásico de los años 90 tipo Looney Tunes, con contornos negros gruesos, colores vibrantes y planos, ""
    ""y estética de animación tradicional en 2D.""",https://drive.google.com/file/d/1mqfZtXVHFFK2ecATZrThJxAjfk6SZKKm/view?usp=drive_link,"""La cámara realiza un movimiento circular fluido (órbita) alrededor del exterior del castillo, mostrando sus murallas y el paisaje. ""
        ""El movimiento es constante y mantiene el estilo de 'layout' de la animación 2D tradicional. ""
        ""La arquitectura de piedra, las luces de neón y el fuego mantienen su estilo plano de dibujo animado y permanecen completamente sólidos y estables.""",https://drive.google.com/file/d/1uN8IxEhlvUsvYgErJlksnMWIC3-DK3Te/view?usp=drive_link,https://drive.google.com/file/d/17d_yf7Cwr_8pWSJZdSnMgoNZF8oPDpkd/view?usp=drive_link,Si,,,,,
Dario,92,Miguel,Cartoon,"""Vista contrapicada desde un camino de arena y escalones rústicos que suben a un templo clásico. ""
    ""En primer plano, dos enormes columnas grises oscuras enmarcan la escena. ""
    ""Al fondo, la fachada del templo de piedra blanca está en sombras muy marcadas contra un cielo azul claro diurno. ""
    ""Las columnas del templo tienen la base rojiza. A la izquierda, sobre las rocas, se ve la silueta lejana de una estatua con un tridente. ""
    ""El interior del templo NO es visible, está en completa oscuridad desde esta distancia. ""
    ""Estilo de dibujo animado clásico de los años 90, con contornos negros gruesos, colores planos vibrantes y animación 2D tradicional.""",https://drive.google.com/file/d/1SDGOO33qk6WVj9GQjjRaZzf0cYtl46RU/view?usp=drive_link,"""La cámara avanza, sube los escalones y entra al templo, revelando un interior muy iluminado con una estatua de mármol, telas rojas y paredes pintadas.""",https://drive.google.com/file/d/1rN6-sp3TfF9AfmWwqtY1YD7Fez-nAHJP/view?usp=drive_link,https://drive.google.com/file/d/1Z4GBN2wdh4O9gQnje1UK47mtmKy2ctBU/view?usp=drive_link,No,,,,,
Dario,94,Miguel,Cartoon,"""Interior de una oficina moderna. En primer plano, un gran sofá curvo oscuro con una persona sentada de espaldas frente a una mesa con un portátil. ""
    ""Delante, un hombre con traje gris de pie gesticulando, junto a un mueble con un televisor oscuro. Plantas decorativas y un aparador de madera. ""
    ""Estilo de dibujo animado clásico de los años 90 tipo Looney Tunes, con contornos negros gruesos, colores vibrantes y planos, ""
    ""y estética de animación tradicional en 2D.""",https://drive.google.com/file/d/1bo9mi80I670klQtFZBJA9SaQ-MxCUXps/view?usp=drive_link,"""La cámara avanza suavemente hacia adelante acercándose a la zona de descanso. ""
        ""El hombre de pie y la persona sentada gesticulan de forma muy animada, expresiva y fluida, con el estilo cómico de la animación 2D de los 90. ""
        ""Todo el mobiliario, el sofá, las mesas y las plantas mantienen su estilo de dibujo animado plano y permanecen completamente estáticos y sólidos.""
    ),",https://drive.google.com/file/d/19a25OyZV-dgf0Buq5Er43e_1o3hjGjfD/view?usp=drive_link,https://drive.google.com/file/d/18Eq8lmNwUdv3gfosyhSH9oKhbialNBAd/view?usp=drive_link,No,,,,,
Dario,98,Miguel,Cartoon,"""Persona de espaldas caminando por el andén de una estación de tren. Viste sudadera azul claro, chaleco oscuro y mallas ajustadas. ""
    ""A la izquierda, un tren de pasajeros rojo brillante. A la derecha, columnas grises y bancos de madera. ""
    ""Suelo de baldosas con líneas de seguridad amarillas y rojas. Iluminación diurna brillante con sombras marcadas. ""
    ""Estilo de dibujo animado clásico de los años 90 tipo Looney Tunes, con contornos negros gruesos, colores vibrantes y planos, ""
    ""y estética de animación tradicional en 2D.""",https://drive.google.com/file/d/1MtrI1IUNplCwU_D9aMbTSTdiRtYhrRit/view?usp=drive_link,"""La persona camina hacia adelante por el andén con un paso rítmico y fluido, típico de la animación 2D clásica. ""
        ""La cámara realiza un movimiento de seguimiento suave detrás de ella, avanzando a su misma velocidad. ""
        ""El tren rojo, las columnas, los bancos y el suelo de baldosas mantienen su estilo de dibujo animado plano y permanecen completamente sólidos y estáticos.""",https://drive.google.com/file/d/1Gqu9NUHG1ZBaw6BIHkd3uW3dSzX6zADy/view?usp=drive_link,https://drive.google.com/file/d/1TBcp1svdR-HYN5X9X7mDi1vejbXuHE-P/view?usp=drive_link,Si,,,,,
Dario,99,Miguel,Cartoon,"""Paisaje costero. Playa de arena cubierta de rocas en primer plano. A la derecha, un acantilado de roca oscura. ""
    ""A la izquierda, mar en calma que refleja las montañas del fondo. En el centro, a lo lejos, una persona con mangas azules y torso oscuro, ""
    ""de frente y mirando directamente hacia la cámara. ""
    ""Estilo de dibujo animado clásico de los años 90 tipo Looney Tunes, con contornos negros gruesos, colores vibrantes y planos, ""
    ""y estética de animación tradicional en 2D.""",https://drive.google.com/file/d/1ZG8z_qT--qv-k-zWvJviW--Lr7RcyA3u/view?usp=drive_link,"""La cámara se mantiene completamente estática. La persona a lo lejos camina hacia adelante acercándose a la cámara ""
        ""con un paso animado, rítmico y fluido, típico de la animación 2D clásica. ""
        ""Las rocas, el acantilado, el agua y el paisaje de fondo mantienen su estilo de dibujo animado plano y permanecen totalmente sólidos e inmóviles.""",https://drive.google.com/file/d/12Qdoo5xEQZJvskKsY5EajaeC6IqSsB45/view?usp=drive_link,https://drive.google.com/file/d/16j4tlNA5YFRkh_oiw8tYHmIMmlWjw6lx/view?usp=drive_link,Si,,,,,
Dario,103,Miguel,Cartoon,"""Caballo marrón y blanco en un campo de hierba alta y dorada. Al fondo, una colina oscura bajo un cielo claro. ""
    ""Estilo de dibujo animado clásico de los años 90 tipo Looney Tunes, con contornos negros gruesos, colores vibrantes y planos, ""
    ""fondos con aspecto de estar pintados a mano y estética de animación tradicional en 2D.""",https://drive.google.com/file/d/1u-9ndrMgk3NUlRhqOqlVZm0YnpuDspck/view?usp=drive_link,"""El caballo arranca a galopar y avanza físicamente por el campo de hierba, alejándose de su posición inicial y dirigiéndose hacia el fondo del paisaje. ""
        ""Se nota claramente cómo el caballo recorre la distancia sobre el terreno con un galope fluido, rítmico y con el efecto de estiramiento típico de la animación 2D clásica. ""
        ""A medida que el caballo corre hacia el fondo, la cámara realiza un suave seguimiento revelando una casa rústica de madera y una mesa en el entorno. ""
        ""El paisaje mantiene su estilo plano de dibujo animado y permanece completamente sólido y anclado.""",https://drive.google.com/file/d/1YPRilz-S63UMC9Rz2Yi-11B1UStMGS0x/view?usp=drive_link,https://drive.google.com/file/d/1KKhSWzrM-HR8GFiifAtZ38B_puFGjgWS/view?usp=drive_link,No,,,,,
Dario,106,Miguel,Cartoon,"""Paisaje de un bosque con árboles de hojas verdes y troncos oscuros. En primer plano, hierba alta y un pequeño lago. ""
    ""A lo lejos, en la orilla opuesta, un ciervo de pie. Una pequeña valla de madera a la izquierda y montañas al fondo bajo un cielo claro. ""
    ""Estilo de dibujo animado clásico de los años 90 tipo Looney Tunes, con contornos negros gruesos, colores vibrantes y planos, ""
    ""y fondos con estética de animación tradicional en 2D pintada a mano.""",https://drive.google.com/file/d/1rMWDn_1wMH6Dc2js6r7NvRY_d859DssP/view?usp=drive_link,"""La cámara avanza hacia adelante en vista de primera persona con un ligero y fluido balanceo, atravesando la hierba alta. ""
        ""El movimiento cruza el agua del lago, que tiene ondulaciones estilizadas típicas de la animación 2D, hasta acercarse al ciervo en la orilla. ""
        ""Los árboles, el entorno y el ciervo mantienen su estilo plano de dibujo animado y permanecen completamente sólidos y coherentes durante el recorrido.""",https://drive.google.com/file/d/17kyGDdNjeKu8P8kI0JzpYKhSI6Psfj68/view?usp=drive_link,https://drive.google.com/file/d/1qAxIn5_a83oaRnYhTgvhKM294KAjULxC/view?usp=drive_link,,,,,,
Alvaro,155,Miguel,Anime,"""Edificio moderno de varios niveles con diseño arquitectónico contemporáneo""
    ""Fachada abierta con grandes ventanales""
    ""Escaleras visibles conectando los pisos""
    ""Espacios interiores iluminados con luz cálida""
    ""Restaurante elegante con terraza exterior""
    ""Personas interactuando en un ambiente urbano sofisticado""
    ""Estilo anime detallado con estética cinematográfica""
    ""Iluminación natural con global illumination""
    ""Sombras suaves y realistas""
    ""Materiales detallados como cristal, hormigón y metal reinterpretados en estilo anime""
    ""Composición cinematográfica con perspectiva angular""
    ""Ultra detallado, alta calidad, resolución 8K""",https://drive.google.com/file/d/1BX23S3yWDWQ5qvm3OCwSCrVBUVLr1mKh/view?usp=drive_link,"""Recorrido cinematográfico de un edificio moderno de arquitectura contemporánea en estilo anime""
    ""Cámara realizando un travelling suave desde el exterior hacia el interior""
    ""Escaleras abiertas conectando los espacios con diseño fluido""
    ""Restaurante iluminado con ambiente cálido y acogedor""
    ""Terrazas con personas interactuando en estilo anime""
    ""Transición de luz natural exterior a luz cálida interior""
    ""Reflejos estilizados en cristales con acabado anime""
    ""Movimiento de cámara fluido tipo drone o steadycam""
    ""Profundidad de campo con enfoque selectivo""
    ""Atmósfera urbana sofisticada reinterpretada en anime""
    ""Estilo visual tipo anime cinematográfico detallado""
    ""Iluminación dinámica con sombras suaves""
    ""Motion blur sutil para sensación de movimiento""
    ""Sensación inmersiva y narrativa visual""
    ""Alta calidad, resolución 4K""",https://drive.google.com/file/d/1MtHzmkckX8pqAoAF-yj_km3Ttf_vll_z/view?usp=drive_link,https://drive.google.com/file/d/1jIgkunNqDHDHZiNOQW--CfcUfJlVpXKp/view?usp=drive_link ,Si,Rascacielos moderno con tiendas en entorno urbano,"""""""A detailed anime scene in the style of Naruto Shippuden, featuring a modern multi-level building with large glass windows, open staircases, and a lively restaurant with glowing signage and terrace seating. 
The scene is set within a vibrant urban environment inspired by a modern hidden ninja village, with surrounding buildings, narrow streets, hanging cables, rooftop structures, and distant city layers. Warm sunset lighting casts dramatic orange and blue tones across the scene. 
Subtle details like banners, lanterns, and urban textures add depth. Characters have Naruto-style proportions, expressive faces, and slight ninja-inspired clothing. Clean linework, cel shading, cinematic composition, and a calm yet immersive atmosphere.""""""",imagen_155_stylized.png,"""""""Cinematic anime sequence in the style of Naruto Shippuden, set in a modern urban hidden village. A multi-story glass building with open staircases and a restaurant is surrounded by a dense cityscape of rooftops, cables, signs, and narrow streets. 
The camera slowly pans and tilts, revealing different floors and the bustling urban environment. People walk, sit, and interact naturally. Warm sunset light creates strong highlights and shadows with classic Naruto-style cel shading. Subtle wind moves clothing, banners, and plants. Occasional ambient particles float in the air. 
Smooth animation, dynamic perspective shifts, and a peaceful yet cinematic vibe, blending modern city life with ninja aesthetics.""""""", Video_155_stylized_LTX.mp4
